# ML Training Dataset for Puttalam Salt Waste Digital Twin,,,,,,,,,,,,,,,,,,,,,,,
# Generated: 2026-03-12 09:11:23,,,,,,,,,,,,,,,,,,,,,,,
# Source: Research-grade stochastic physics model,,,,,,,,,,,,,,,,,,,,,,,
# Multi-layer uncertainty: Parametric, Process, Measurement,,,,,,,,,,,,,,,,,,,,,
# Weather persistence: Temperature (ρ=0.6), Humidity (ρ=0.5), Wind (ρ=0.4),,,,,,,,,,,,,,,,,,,,,
# Temporal correlation: ρ₁=0.24 (realistic operational variability),,,,,,,,,,,,,,,,,,,,,,,
# Random seed: 42 (reproducible),,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# INPUT FEATURES (7):,,,,,,,,,,,,,,,,,,,,,,,
#   Year, Month: Temporal,,,,,,,,,,,,,,,,,,,,,,
#   production_volume: Salt production (kg),,,,,,,,,,,,,,,,,,,,,,,
#   rain_sum: Monthly rainfall (mm),,,,,,,,,,,,,,,,,,,,,,,
#   temperature_mean: Average temperature (°C),,,,,,,,,,,,,,,,,,,,,,,
#   humidity_mean: Average relative humidity (%),,,,,,,,,,,,,,,,,,,,,,,
#   wind_speed_mean: Average wind speed (km/h),,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# TARGET VARIABLES (14):,,,,,,,,,,,,,,,,,,,,,,,
#   Solid waste: Gypsum, Limestone, Industrial_Salt (kg),,,,,,,,,,,,,,,,,,,,,
#   Bittern concentrations: Mg, K, SO4,,,,,,,,,,,,,,,,,,,,,
#   Bittern masses: Magnesium, Potassium, Sulfate,,,,,,,,,,,,,,,,,,,,,
#   Bittern volume: Liquid_Waste_Bittern_Liters,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# VALIDATION RESULTS:,,,,,,,,,,,,,,,,,,,,,,,
#   K concentration range: 1.22-5.02 g/L (research: 0.40-7.63 g/L) ✓,,,,,,,,,,,,,,,,,,,,,,,
#   CV: 27.2% (realistic industrial variability) ✓,,,,,,,,,,,,,,,,,,,,,,,
#   Weather correlations: r=0.63-0.69 (physics + uncertainty) ✓,,,,,,,,,,,,,,,,,,,,,,,
#   Volume-concentration independence: r=0.34 ✓,,,,,,,,,,,,,,,,,,,,,,,
#   Temporal autocorrelation: ρ₁=0.24 ✓,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# Documentation: docs/data_generation_methodology.md,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
# COMPLETE DATASET: 324 samples (shuffled),,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
Year,Month,production_volume,rain_sum,temperature_mean,humidity_mean,wind_speed_mean,predicted_waste_kg,Solid_Waste_Gypsum_kg,Solid_Waste_Limestone_kg,Solid_Waste_Industrial_Salt_kg,Total_Solid_Waste_kg,Liquid_Waste_Bittern_Liters,Bittern_Mg_Concentration_gL,Bittern_K_Concentration_gL,Bittern_SO4_Concentration_gL,Bittern_Ca_Concentration_gL,Bittern_Magnesium_kg,Bittern_Potassium_kg,Bittern_Sulfate_kg,Bittern_Calcium_kg,Bittern_Requires_Dilution,Total_Liquid_Waste_Liters,Total_Waste_kg
2004,5,2415424.35,111.56,28.27,86.13,18.88,92626.25662,45241.07664,16143.76193,31435.94042,92626.25662,4220745.811,10.65063468,2.59629478,14.65753979,0.051799892,42294.43585,9966.047535,62367.15765,217.5745182,1,4062146.847,92820.77899
2022,1,1526549.91,324.9,26.49,95.31,22.3,64809.41902,24141.44128,8846.380734,29021.6578,64809.41902,2588701.701,6.511807513,1.57264023,8.899271337,0.032115346,17311.97759,4258.98219,23604.95998,81.5686582,1,2737434.741,62009.47981
2020,2,2630252.35,59.72,26.85,88.14,13.4,97774.36084,49485.41941,18035.27734,29275.76394,97774.36084,4696228.552,9.241152685,2.255355444,12.81608275,0.04652189,44289.34642,10806.67264,60413.04158,206.6189072,1,4622317.805,96796.46069
2001,2,1287885.74,173.7,26.59,89.21,15.82,50785.44601,24171.6989,8844.099906,20656.50084,50785.44601,2308646.388,10.20623915,2.442505137,15.14578601,0.052662306,24271.45988,6161.269936,32331.59634,112.9236947,1,2270177.659,53672.29965
2007,5,1452094.5,560.22,28.52,92.01,15.45,68780.20914,21954.09898,7805.346812,37086.12971,68780.20914,2565668.898,6.824318782,1.642808406,9.563783243,0.032923038,18472.16987,4159.706029,24700.2586,83.26988058,1,2579960.5,66845.5755
2022,10,2362555.25,339.36,28.14,91.86,18.24,101358.9001,39188.53544,14010.79198,47230.37977,101358.9001,4315973.041,8.094726643,1.946144913,10.57955947,0.036888865,33024.55699,7795.861972,47162.27829,158.2342906,1,4195819.372,100429.7072
2013,11,2849396.15,417.07,27.14,95.5,14.4,126412.5013,48249.24223,17508.41133,67524.47112,126412.5013,4592419.781,7.667961247,1.741201345,9.66744154,0.035458083,33708.78292,8245.447288,50467.40665,165.7365601,1,5112291.592,133282.1247
2026,7,5015786.31,30.67,28.14,88.46,13.46,184148.3989,107459.4531,38419.1965,55388.47535,184148.3989,9065790.352,9.513164516,2.265576655,13.1450215,0.04584133,89877.02813,20536.41581,122056.6639,417.9892859,1,8822600.926,201267.1249
2011,3,3675178.63,20.03,28.15,85.18,19.89,134149.216,68424.92875,24459.85969,33636.8933,134149.216,5380230.123,22.0630165,5.017017356,28.90805655,0.093977443,109600.6117,27378.31235,146974.4044,543.7458758,1,4996459.332,126521.6817
2025,12,2037265.1,231.47,26.8,90.21,18.03,82736.15778,34775.50448,12683.68906,34203.94574,82736.15778,3703221.634,7.553892441,1.733436198,9.817363872,0.033347466,25004.12764,6619.641913,36936.48681,125.782136,1,3601307.472,81663.13928
2020,4,3371355.25,60.1,27.82,83.54,9.84,125661.2484,61827.8332,22209.6695,36104.59398,125661.2484,5205960.604,11.79538955,2.74010408,15.27988548,0.049586803,61305.52657,14522.58996,80416.09798,289.1706077,1,5847166.167,120142.0967
2004,7,2915887.24,6.88,27.46,87.44,21.94,105473.2354,58621.95954,21170.99632,27374.09824,105473.2354,3587310.674,16.39922579,3.954365247,22.33681695,0.076828971,60125.61776,14176.90324,78550.02965,297.7371402,1,3614220.002,107167.0541
2004,3,4703165.07,9.06,27.69,89.91,13.92,170431.315,92931.94843,33447.25669,43703.02177,170431.315,8013294.633,12.06682737,2.906614264,17.21447676,0.058356188,98235.04525,24121.75346,129694.9056,464.2705616,1,8306808.533,170082.2269
2014,7,3805167.02,23.28,28.19,85.85,8.57,139156.4299,74634.61777,26663.91021,37209.4867,139156.4299,7349698.237,9.892818703,2.269926264,13.54102772,0.047094663,67013.71356,16069.40118,94444.12929,328.1852328,1,6643504.52,138508.0147
2015,10,1531576.99,674.37,26.94,94.86,17.39,75818.87852,24646.63965,8970.487858,49022.03418,75818.87852,2747388.08,6.340714045,1.678654249,8.930306878,0.0317549,18852.67535,4367.63511,25334.9862,89.57747879,1,2743003.337,82639.16169
2026,11,2853122.05,475.27,28.29,97.63,18.07,130219.9523,45218.27331,16130.87602,68079.35408,130219.9523,5067873.093,7.077125537,1.745131265,10.14294072,0.035044748,36494.3823,8387.975123,48551.25381,175.6382232,1,5149362.228,129428.5034
2015,8,3531230,36.92,27.29,85,14.84,129800.6596,66720.41923,24156.88816,35770.31215,129800.6596,6134667.149,16.08164475,3.777889435,21.66389182,0.078586689,92774.87314,22833.32643,129884.1483,436.1598016,1,6150225.583,126647.6195
2014,2,2207324.43,911.85,26.99,100,28.75,119790.2993,31673.38465,11519.32231,80048.49072,119790.2993,3646646.773,6.179661055,1.491083551,8.882471779,0.029101853,24284.85848,5630.225772,32624.65115,112.762758,1,4009972.715,123241.1977
2004,11,2805475.53,596.66,27.38,98.15,18.7,134628.9063,43058.51237,15568.89814,77519.48996,134628.9063,5068631.812,6.569790659,1.580685109,8.579380736,0.030377452,30970.19811,7224.042775,41264.02512,151.7812697,1,5070663.231,136146.9005
2004,1,1328787.84,507.73,26.4,97.66,26.25,61272.43808,20751.64201,7614.582886,33681.67966,61272.43808,2529367.853,7.035578071,1.689659608,9.415804001,0.033640088,17997.71622,4104.68036,23317.16349,80.79872711,1,2398417.758,62047.90456
2019,8,2608096.63,10.16,28.2,83.05,11.03,94695.60171,52892.65036,18893.60613,24816.75165,94695.60171,4425037.57,13.52826866,3.235006472,18.05583656,0.061933983,59549.96309,14953.85874,82038.82467,284.9630857,1,4517006.022,96603.00814
2021,1,3092957.42,84.01,26.68,92.52,15.73,116430.4283,57423.71588,20982.06514,37244.47701,116430.4283,5889714.651,9.037561618,2.180241105,11.69249537,0.043453084,54419.14571,12440.21777,72632.11729,253.3356026,1,5503196.039,115650.258
2001,10,2314862.13,298.29,27.07,92.58,18.18,97170.3568,38435.08351,13961.73418,43481.20329,97170.3568,4149570.327,7.936459085,1.987163127,10.21159887,0.038103943,32778.13754,7644.731564,44277.46254,161.2443245,1,4119451.484,95878.02099
2013,5,3008629.55,306.12,28.75,91,19.54,127247.2442,53183.59785,18844.81376,59610.85714,127247.2442,5107415.084,8.733915519,2.037831971,11.85049675,0.041989513,42988.07114,10638.56094,61653.05879,194.6987208,1,5330288.686,131639.2688
2023,1,2307189.03,108.8,26.85,87.39,19.05,88035.2474,45201.79309,16474.08236,31794.97895,88035.2474,4021954.47,9.591008992,2.268496862,12.45051931,0.043918058,37431.49264,9469.910099,51229.20305,185.7176311,1,4045130.177,93470.8544
2015,12,1870677.44,160.47,27.24,92.16,10.12,73386.70476,34307.09586,12430.55758,28005.26931,73386.70476,3532651.466,7.401582102,1.820287211,9.87940933,0.035539866,25008.68659,6318.926022,33772.15192,122.8115978,1,3325066.794,74742.92274
2024,6,3202975.51,346.18,27.81,97.45,21.39,137751.8273,54783.49738,19682.13385,67187.42416,137751.8273,5747818.61,7.342868966,1.774964475,9.640781049,0.033982045,39402.86432,9816.856142,53394.58554,186.4077392,1,5777900.905,141653.0554
2021,6,3465418.48,349.86,28.24,97.87,13.32,149436.7469,63094.29879,22524.42703,77408.00905,149436.7469,6758472.482,7.043972925,1.625749608,9.414106282,0.030317274,45291.13525,10624.17473,61431.04714,204.3051708,1,6258603.532,163026.7349
2025,9,1908236.14,79.87,27.52,83.76,11.12,71827.7544,35990.47153,12986.15221,22715.21511,71827.7544,3314079.517,11.06343004,2.626648636,16.70704001,0.05200756,35524.14785,8972.087774,49238.76121,173.4370672,1,3311680.213,71691.83885
2012,6,3211594.15,359.68,27.72,93.6,13.66,138964.0906,53978.46662,19418.81017,67926.99797,138964.0906,5652707.995,6.350665104,1.504276455,8.697856072,0.029539986,35567.5356,8131.312318,44648.91513,171.3942266,1,5731625.026,141324.2748
2010,11,3490359.01,56.21,27.26,87.16,21.74,129638.1112,68313.00812,24744.58996,39623.82121,129638.1112,5089213.145,12.30188698,2.973497403,17.19126437,0.055487797,63041.996,14847.94527,81165.72296,295.0219866,1,4822281.441,132681.4193
2012,8,3267699.58,33.59,27.38,87.54,10.74,119923.7597,63716.28287,23038.23944,33634.3897,119923.7597,5758193.34,9.972028414,2.38190276,13.2919013,0.044941275,55993.47156,13549.70587,81380.03097,260.6805279,1,5732743.22,120388.912
2008,4,4383801.86,16.69,28.36,85.14,11.65,159809.3163,84081.85485,29963.95526,40580.55915,159809.3163,8066109.213,10.88625231,2.465100367,14.39471534,0.046498352,82381.34953,19345.52413,112114.0882,366.2380464,1,7638190.234,154626.3693
2007,4,3673002.33,11.66,28.25,85.92,16.57,133488.5204,76449.64697,27288.21755,36098.90079,133488.5204,5805424.825,15.91695386,3.637478325,21.5146189,0.075103178,92925.91695,22342.90507,122423.7874,417.3603039,1,5889135.677,139836.7653
2017,11,2489564.08,880.14,27.24,97.92,19.95,133584.0749,34656.87898,12557.29519,84772.73014,133584.0749,4631787.131,9.083760024,2.265708004,11.55914254,0.041726328,39163.09078,10325.27814,56237.43226,201.0944113,1,4496816.612,131986.9043
2010,2,1982486.87,118.24,26.6,91.47,19.92,75973.4789,39529.49966,14461.13029,28763.18815,75973.4789,3206127.81,8.440657631,1.948491678,11.25726967,0.039815688,28479.33713,7185.941168,37991.39215,134.6825791,1,3446937.676,82753.8181
2026,12,2159300.14,451.28,27.92,99.92,18.09,97438.31405,33121.84526,11880.35842,48358.99895,97438.31405,4147583.018,6.032505934,1.411532719,8.520899461,0.02912123,26059.87668,5677.264293,33672.91322,118.1501555,1,3921864.868,93361.20262
2001,9,2446000.68,170.26,26.74,90.13,13.57,96319.95628,44305.45685,16174.15442,37429.0151,96319.95628,4509824.019,7.051467069,1.733032828,9.75726552,0.033506393,32083.05959,7806.781301,45973.78358,141.0124229,1,4322857.768,97908.62638
2015,9,2369849.07,262.64,26.99,90.2,11.1,97766.71276,42276.29935,15375.50609,44458.27586,97766.71276,4416594.799,7.51782853,1.85513884,10.12453839,0.036389464,32505.85197,7817.136669,47578.74938,157.4782326,1,4189103.206,102110.0813
2005,12,1948698.9,74.23,26.77,90.01,19.54,72990.95064,36833.62067,13440.41331,23036.02838,72990.95064,3337585.57,11.97496393,2.804249713,15.56837236,0.054540928,38494.64422,9347.360676,53479.01327,179.8598534,1,3174708.681,73310.06236
2008,11,2384790.3,179.62,27.18,92.72,25.94,94457.24544,40439.76411,14665.77118,34796.37536,94457.24544,3504932.179,9.981368308,2.342504289,13.51294988,0.04604306,35220.95391,8274.147512,48954.95642,162.4307968,1,3437646.93,89901.91065
2022,7,4787265.37,33.12,28.27,87.66,13.93,176053.08,98484.89903,35143.21236,51203.66041,176053.08,7945714.36,9.888342564,2.442658791,13.99559618,0.05109177,81217.83994,20727.67223,110962.7316,397.834874,1,8401491.149,184831.7718
2008,7,4349353.98,43.22,32.2,77.6,12.91,162461.1873,84923.86734,28646.94463,43546.9367,162461.1873,6864165.954,17.67682807,4.500355907,25.25472894,0.086689529,130950.2917,33802.60218,181593.7677,649.8701927,1,7414198.751,157117.7487
